gene,importance
GENE_1087,0.0010971007734385308
GENE_1177,0.0010968495670441575
GENE_1782,0.0010957752253876062
GENE_0190,0.0010953468123599144
GENE_1946,0.0010926065081585056
GENE_1062,0.001091899479780992
GENE_0382,0.0010914660328551643
GENE_0078,0.001090947418694507
GENE_1586,0.0010898901203259914
GENE_0149,0.001086634883695002
GENE_0515,0.0010845913414746998
GENE_0545,0.0010829857014285542
GENE_0288,0.0010819020765041303
GENE_1255,0.0010808733866685012
GENE_0315,0.0010804553509211193
GENE_0415,0.0010722324055384986
GENE_0749,0.001071871309258858
GENE_0966,0.001071696166393709
GENE_0143,0.0010684355322089344
GENE_0533,0.001068141285283694
GENE_0522,0.001067041323608221
GENE_1462,0.0010661903180299174
GENE_0808,0.0010638714845055612
GENE_1335,0.001062535916456242
GENE_0707,0.0010607856822683398
GENE_0438,0.001060181356790657
GENE_0557,0.0010522005153464136
GENE_1718,0.0010513539938452289
GENE_1926,0.0010501999342859406
GENE_1310,0.0010472384975165256
GENE_0774,0.0010464906368013438
GENE_1661,0.0010442081234633177
GENE_1264,0.00104379403185025
GENE_1283,0.0010424435584962379
GENE_0351,0.0010415643280690826
GENE_0821,0.0010413221306369252
GENE_1816,0.001037185117310806
GENE_0973,0.0010345845103931408
GENE_0237,0.0010313589110364381
GENE_1082,0.0010295518411930955
GENE_0981,0.0010293665244632455
GENE_1821,0.0010280229780565823
GENE_1827,0.0010261406436159436
GENE_0596,0.0010239302848717678
GENE_0168,0.0010197331731163013
GENE_1864,0.0010193579631537857
GENE_0450,0.0010192071271970641
GENE_1174,0.0010164170419840756
GENE_1794,0.001015515182132733
GENE_0896,0.0010143570941636428
GENE_1667,0.0010142256786551925
GENE_1880,0.0010133428196411362
GENE_0395,0.0010107740703717914
GENE_1483,0.001009246128109661
GENE_1430,0.001008606341677212
GENE_1980,0.0010084335374472317
GENE_1498,0.0010080757074741322
GENE_1872,0.0010073624849196935
GENE_1885,0.0010073129050353724
GENE_0614,0.0010034787567318305
GENE_1875,0.001002207482241632
GENE_0548,0.0010022019434243038
GENE_1911,0.001001702471477703
GENE_1464,0.0010007941028508493
GENE_0011,0.0010004919404200045
GENE_0308,0.0009887019019916023
GENE_0046,0.0009886312081491403
GENE_0696,0.0009871999132802759
GENE_0043,0.0009864344084083729
GENE_0138,0.0009863902771392158
GENE_0153,0.0009848040580083697
GENE_1397,0.0009832256185878252
GENE_0434,0.000982495148625036
GENE_1018,0.000981218787248989
GENE_0819,0.0009808619844796638
GENE_0999,0.0009799531205595738
GENE_0311,0.0009794807528877817
GENE_0650,0.0009770251927932253
GENE_1224,0.0009758127878281632
GENE_1493,0.0009749559610305997
GENE_1580,0.0009741915607988118
GENE_1290,0.0009736053862290739
GENE_0070,0.0009729111285433
GENE_1109,0.0009723373783424001
GENE_1995,0.0009711829694596215
GENE_0818,0.0009708011203106812
GENE_1903,0.0009700355523121343
GENE_0224,0.0009699752667404547
GENE_1655,0.0009696981286967092
GENE_0463,0.0009689662634412157
GENE_1455,0.0009686310571476744
GENE_1592,0.0009672659178717499
GENE_1738,0.0009661950098037421
GENE_1670,0.0009654333779987964
GENE_1459,0.0009634785861181383
GENE_0634,0.0009605722953765065
GENE_1749,0.0009599633179077307
GENE_0397,0.0009591210841524161
GENE_1675,0.0009587486057819065
GENE_1923,0.0009573887260839202
GENE_1246,0.0009566807139713976
GENE_1759,0.0009559253115505686
GENE_1781,0.000955114715627164
GENE_0328,0.0009530667886616329
GENE_1156,0.0009528894030011485
GENE_0195,0.0009522271877091
GENE_0007,0.0009522147428541388
GENE_1345,0.0009511523192923226
GENE_0885,0.0009497433222153765
GENE_0063,0.0009487624135964179
GENE_0427,0.0009468713943878367
GENE_1161,0.0009467177913687678
GENE_0424,0.0009464141934735526
GENE_1110,0.0009463750922170205
GENE_1443,0.0009453737738269426
GENE_1011,0.0009451956625446832
GENE_0207,0.000945186305767538
GENE_0133,0.0009449625616644756
GENE_0464,0.000943537810617443
GENE_1638,0.0009431889249056866
GENE_0839,0.0009422635622259962
GENE_1074,0.0009391606601357809
GENE_0264,0.000939129426903118
GENE_1654,0.0009389824036719655
GENE_0618,0.0009380425307731216
GENE_0725,0.0009346630448449426
GENE_1312,0.0009339143524073177
GENE_1072,0.0009316695192028312
GENE_0147,0.0009309494399330396
GENE_1760,0.0009300189824918899
GENE_1990,0.0009262169268277091
GENE_0348,0.0009254606975126848
GENE_1662,0.0009237835949403515
GENE_1258,0.0009216413200853972
GENE_1622,0.0009200995117100432
GENE_1936,0.000918483212617362
GENE_1608,0.0009183870550640281
GENE_0546,0.0009180172696606089
GENE_1548,0.0009173741954492507
GENE_0900,0.0009170056894230447
GENE_1409,0.0009167220026874117
GENE_0174,0.0009115268784708818
GENE_0014,0.0009111987253975492
GENE_0625,0.0009111811305223706
GENE_0182,0.0009110688890550012
GENE_0844,0.0009092161420137793
GENE_1342,0.0009076724390941158
GENE_1051,0.000905757421487018
GENE_1096,0.0009057426438094999
GENE_1121,0.0009044937367302993
GENE_0258,0.0009044469301765131
GENE_0269,0.0009039673869356322
GENE_1418,0.0009030553434871689
GENE_0822,0.0009016064470530943
GENE_0770,0.000901254537948521
GENE_0975,0.0008999698476356351
GENE_1488,0.0008999250952775401
GENE_0754,0.000897896669077858
GENE_1882,0.0008975466253720889
GENE_1870,0.0008955433923128182
GENE_1289,0.000895388931237621
GENE_1901,0.0008939487015190983
GENE_1633,0.0008934791219476671
GENE_1917,0.0008927443183681336
GENE_1686,0.0008909966202460095
GENE_1635,0.0008906587373512148
GENE_1322,0.0008890872246433717
GENE_0331,0.000887430905381396
GENE_0038,0.000887322065927524
GENE_0831,0.0008861692654301811
GENE_0374,0.0008849594177474971
GENE_1173,0.0008834647976089147
GENE_0203,0.0008789467319693918
GENE_1367,0.0008775665747643369
GENE_0513,0.0008764383907188768
GENE_0372,0.0008752981044919461
GENE_1294,0.0008750858719584315
GENE_0194,0.0008750771209188174
GENE_1700,0.0008748112186898608
GENE_0079,0.0008731888197712279
GENE_1085,0.0008717396024936292
GENE_0685,0.0008702486999337211
GENE_0529,0.0008699776806196654
GENE_1249,0.0008692611769337886
GENE_0253,0.0008689958165344874
GENE_1560,0.0008688407002832296
GENE_1383,0.0008681047199837333
GENE_1564,0.0008676806865491538
GENE_1974,0.0008648964776985083
GENE_1343,0.0008643472544943609
GENE_1774,0.0008641795385975403
GENE_0350,0.0008625849395085535
GENE_1089,0.0008620973094140712
GENE_0494,0.0008604886298784873
GENE_0029,0.0008599790186759413
GENE_0291,0.0008597684960819424
GENE_0157,0.0008589347058157969
GENE_1221,0.0008565266024116758
GENE_0394,0.0008528477659798994
GENE_0972,0.0008522465779611697
GENE_0884,0.0008504935321082134
GENE_1247,0.0008503853284756035
GENE_0864,0.0008481563067678255
GENE_1352,0.0008465982979861431
GENE_1099,0.0008463308442753792
GENE_1596,0.0008447782348622046
GENE_1678,0.0008429574274145056
GENE_0458,0.0008426522702401807
GENE_0965,0.0008408784691767824
GENE_0907,0.0008405474078150694
GENE_1629,0.0008396656379670231
GENE_1159,0.0008375007591207563
GENE_0059,0.0008373545400453484
GENE_1621,0.0008371511796264176
GENE_1593,0.0008369221515506137
GENE_0098,0.0008356263595804836
GENE_1419,0.0008346900456614333
GENE_0444,0.0008340350870570901
GENE_0134,0.0008337212898221428
GENE_1956,0.0008335210747509084
GENE_0932,0.0008326059174778602
GENE_0767,0.0008319499303810051
GENE_1494,0.000830970659955467
GENE_1761,0.000830828656273135
GENE_0804,0.0008306687949878088
GENE_0668,0.0008294553803900093
GENE_0200,0.0008285411209721829
GENE_0595,0.0008277985759869165
GENE_0520,0.0008276469009778348
GENE_0183,0.0008254521744031988
GENE_0056,0.0008254080121029623
GENE_1705,0.0008252052845984346
GENE_1575,0.0008247834407527473
GENE_0090,0.0008237170045397281
GENE_1950,0.0008229768115881668
GENE_1014,0.0008223482403661054
GENE_0485,0.0008220764285747052
GENE_1803,0.000821139039265003
GENE_0123,0.0008179592565607043
GENE_1407,0.0008170281304029484
GENE_0718,0.0008169139755460495
GENE_0409,0.000816775278236918
GENE_0683,0.0008158130410388888
GENE_0266,0.0008154574048434575
GENE_1789,0.0008153145756825434
GENE_1136,0.0008141118260663831
GENE_0008,0.0008140331785711981
GENE_1778,0.0008139098360480311
GENE_0459,0.0008128245154977954
GENE_0925,0.0008127492766093793
GENE_1549,0.0008118264148608462
GENE_1514,0.0008115532888823313
GENE_1708,0.0008104426315038557
GENE_0527,0.0008088964348464794
GENE_0528,0.0008074425855443727
GENE_1744,0.0008070194544821319
GENE_1213,0.0008061604107514038
GENE_0305,0.0008060833858395484
GENE_0768,0.0008058596615090432
GENE_1274,0.0008053364535222356
GENE_0694,0.000804198698340326
GENE_1881,0.0008035999958978965
GENE_0761,0.0008030824407271255
GENE_0337,0.0008028617257522198
GENE_1538,0.0008026896174267041
GENE_0439,0.0008004438749087368
GENE_0293,0.0008003558922847116
GENE_0248,0.0007999933314347862
GENE_1344,0.000798480226349287
GENE_1137,0.0007983887601588826
GENE_0172,0.0007979013098276107
GENE_1811,0.000797540198705301
GENE_0283,0.0007972247481370393
GENE_1185,0.0007966359539736292
GENE_0869,0.0007962479880795863
GENE_0015,0.000796159008682456
GENE_0379,0.0007954882655394362
GENE_1976,0.0007951582029893806
GENE_1830,0.0007944721854113561
GENE_1359,0.0007938581732021873
GENE_0030,0.000792097347133839
GENE_1758,0.0007894102368944159
GENE_0443,0.0007890594062775031
GENE_0556,0.0007887363709192212
GENE_1318,0.0007886555967891719
GENE_1829,0.0007873550168726556
GENE_0166,0.0007870902485867232
GENE_1197,0.0007862385516522308
GENE_0849,0.0007860808436070468
GENE_0970,0.0007858953357024168
GENE_1288,0.0007855473823820464
GENE_1184,0.0007847018445619341
GENE_1582,0.0007846813778141036
GENE_0544,0.0007842857848384179
GENE_1269,0.0007841851011457962
GENE_0012,0.000783762189028708
GENE_0553,0.0007834382181824284
GENE_1404,0.0007831540371878641
GENE_1958,0.0007813544466246414
GENE_1891,0.0007797730265420123
GENE_0700,0.0007797575115463775
GENE_0577,0.0007797326950456445
GENE_0654,0.0007782002829659462
GENE_1929,0.0007779049155974132
GENE_0165,0.0007771283449918529
GENE_1086,0.0007761614754162463
GENE_1406,0.0007759298997057378
GENE_1851,0.0007759182861699993
GENE_1677,0.0007742955931331115
GENE_0367,0.0007725146883041383
GENE_0389,0.0007724588060422333
GENE_1813,0.0007722017553296828
GENE_1616,0.0007715714931498403
GENE_1233,0.0007712734268951834
GENE_0188,0.0007706225495947467
GENE_1326,0.0007706042958222418
GENE_1599,0.0007693761223114787
GENE_0371,0.0007691120124764854
GENE_1918,0.0007687457733070276
GENE_0771,0.0007678645447342588
GENE_0093,0.0007676329543924634
GENE_1576,0.0007648621436529074
GENE_1356,0.0007642909858053058
GENE_0040,0.0007637171186098338
GENE_0858,0.0007634793275597681
GENE_0456,0.0007608076236218382
GENE_0855,0.0007600305129601925
GENE_1012,0.0007591247539021684
GENE_1351,0.0007580172618571319
GENE_1167,0.0007576602460361668
GENE_1754,0.0007568463523635735
GENE_0751,0.0007562305921262527
GENE_1577,0.0007561440894533985
GENE_1509,0.0007557871969668233
GENE_1002,0.0007551682079947282
GENE_1452,0.0007537275234431592
GENE_0600,0.0007534582753823876
GENE_0295,0.0007531700391262799
GENE_1440,0.0007530959715910287
GENE_0285,0.000753028391398157
GENE_0599,0.0007525849502639881
GENE_1016,0.0007523728322232816
GENE_1154,0.0007522287404410716
GENE_1248,0.0007506159741773505
GENE_1023,0.0007496146420716288
GENE_1448,0.0007494226562190281
GENE_0730,0.0007485992611621047
GENE_1305,0.0007482573596341368
GENE_1473,0.0007476005972210288
GENE_1114,0.0007475978312675506
GENE_1195,0.0007464564900148568
GENE_0810,0.0007464331683890511
GENE_0268,0.000746401527634241
GENE_0451,0.0007463549693303782
GENE_0631,0.0007449034764061413
GENE_1105,0.000744825831586656
GENE_1780,0.0007444364579500258
GENE_1017,0.0007435934664049191
GENE_0401,0.0007432022177106259
GENE_1088,0.000743057879003485
GENE_1168,0.0007422090654523717
GENE_1130,0.0007417072784175356
GENE_0661,0.0007412614858560466
GENE_0312,0.0007403798534583962
GENE_1964,0.0007400859764614701
GENE_0223,0.0007393145913422459
GENE_1077,0.0007375095839569163
GENE_0922,0.0007368679381472108
GENE_1194,0.000736704995162587
GENE_1612,0.0007366630773785702
GENE_1209,0.0007358354466493617
GENE_0108,0.000735441766452754
GENE_1275,0.000735098868272222
GENE_1553,0.0007326918972418595
GENE_1561,0.0007317164924773371
GENE_1064,0.0007315892765387519
GENE_1909,0.0007306845198722145
GENE_0935,0.0007304805600048552
GENE_0851,0.0007295956412243944
GENE_0160,0.00072865381059509
GENE_1733,0.0007284290664818427
GENE_0911,0.0007283407848076173
GENE_0903,0.0007261950525821752
GENE_1942,0.0007255321398243061
GENE_1627,0.0007248444620911724
GENE_1354,0.0007246286849524161
GENE_1171,0.000724322362634023
GENE_0366,0.0007241003279640303
GENE_0099,0.0007236241036768611
GENE_0678,0.0007235314760964029
GENE_0225,0.000722064645653667
GENE_1361,0.0007217074057516159
GENE_1239,0.0007214295771174839
GENE_0606,0.0007212012441641144
GENE_0421,0.0007209614384667162
GENE_0164,0.0007208455311153646
GENE_0019,0.0007202226730747706
GENE_0097,0.000720195359434898
GENE_1756,0.0007198083571045507
GENE_1187,0.0007193550981304384
GENE_1963,0.0007182300371531309
GENE_0899,0.0007177447049617069
GENE_0776,0.0007176858214727232
GENE_1334,0.0007168704128245165
GENE_0193,0.0007164568739324456
GENE_1295,0.0007164093978449813
GENE_0572,0.0007144079918770742
GENE_1147,0.0007143984780164912
GENE_1375,0.0007137808656812347
GENE_0089,0.000713185723232574
GENE_0788,0.0007130209446499874
GENE_1814,0.0007125678046998788
GENE_0971,0.000712536023874295
GENE_1853,0.0007106329739260388
GENE_1170,0.0007099646313622863
GENE_0624,0.0007098591891080672
GENE_1920,0.0007086251255633166
GENE_0655,0.0007084481617765672
GENE_0617,0.0007072643126280756
GENE_1631,0.000705907712629924
GENE_1447,0.0007050866698799135
GENE_1489,0.0007050659442295291
GENE_0895,0.0007047951825315369
GENE_1951,0.0007042076796185134
GENE_0117,0.0007041185750069063
GENE_1348,0.0007040888863003709
GENE_1095,0.0007039525063861662
GENE_0524,0.000703618801548536
GENE_0125,0.0007035138848900971
GENE_1762,0.0007035045694227207
GENE_0543,0.000703374307970494
GENE_1618,0.0007028696581290668
GENE_1578,0.0007026827499357402
GENE_0127,0.0007024495515971659
GENE_1674,0.0007008633037423578
GENE_1691,0.0007007718191464879
GENE_0448,0.000700117968048567
GENE_1304,0.0006999964400666633
GENE_1234,0.0006999746399439349
GENE_1628,0.0006999209401792032
GENE_0571,0.0006993901306012145
GENE_0514,0.0006989685422773385
GENE_0240,0.0006987560378404148
GENE_0132,0.0006979937722697093
GENE_0136,0.0006976452884458592
GENE_0287,0.0006974206967276485
GENE_0835,0.000697266836338285
GENE_1609,0.0006969871679770334
GENE_1029,0.0006968101221831998
GENE_1118,0.0006967958800600376
GENE_1436,0.0006958190290732996
GENE_0716,0.000693768382203703
GENE_1347,0.000693485636837796
GENE_1868,0.0006930520262883746
GENE_0943,0.0006927830319086457
GENE_0714,0.0006926213217920649
GENE_0238,0.0006919263713719467
GENE_1855,0.000691131863829239
GENE_1741,0.000690765280857102
GENE_0242,0.0006906601144097902
GENE_0541,0.0006900852535644186
GENE_1148,0.0006895547904476621
GENE_1997,0.0006893869074059601
GENE_1722,0.0006886564746998926
GENE_1010,0.0006886197892641118
GENE_0583,0.0006883425454352911
GENE_1755,0.0006875750778561925
GENE_0218,0.0006871707354415706
GENE_1133,0.0006867498513806384
GENE_0403,0.0006864851689715964
GENE_0897,0.0006862327417620517
GENE_1212,0.0006860345624815574
GENE_0349,0.0006855898830783056
GENE_1551,0.0006854915480557761
GENE_0033,0.0006852247991115684
GENE_0267,0.0006849390542751818
GENE_1111,0.0006845831788534403
GENE_0004,0.0006845684836695845
GENE_0256,0.0006844637987366644
GENE_0187,0.0006829456126322738
GENE_0387,0.0006821084542007536
GENE_0503,0.0006814484707923938
GENE_0413,0.0006813311790646652
GENE_1792,0.0006811671378793628
GENE_1695,0.000680514130958004
GENE_1650,0.0006796079395939279
GENE_0452,0.0006793509660304192
GENE_1190,0.0006788239235187169
GENE_0420,0.0006787557438892786
GENE_1731,0.0006787312686663831
GENE_0232,0.0006776824322721718
GENE_0509,0.000677575705942946
GENE_0410,0.0006761476283476315
GENE_1445,0.0006752173148270135
GENE_1270,0.0006751280357493205
GENE_1006,0.0006745428215287685
GENE_1126,0.0006742724460107877
GENE_0359,0.0006736946497607606
GENE_0958,0.0006718835686509803
GENE_1597,0.0006708972441195947
GENE_1151,0.0006706798415588668
GENE_0629,0.0006688615736902886
GENE_0324,0.0006685286222697386
GENE_0261,0.0006671773776710235
GENE_1637,0.0006670098783871122
GENE_0094,0.0006668430276852243
GENE_1528,0.0006668056862656123
GENE_1191,0.0006663143282884945
GENE_0408,0.0006662599799767546
GENE_0393,0.0006655340407168996
GENE_0590,0.0006651731408507021
GENE_0747,0.000664841829229795
GENE_0796,0.0006636414704594572
GENE_1763,0.0006631443076344816
GENE_1552,0.0006629194795124961
GENE_0673,0.0006625764017955747
GENE_0719,0.0006622001958137132
GENE_0913,0.0006620027488932516
GENE_1905,0.0006613812179905396
GENE_0991,0.0006605681871591923
GENE_0254,0.0006598880129088006
GENE_1080,0.0006593372805639451
GENE_1163,0.0006581858072910728
GENE_0239,0.0006579727957131675
GENE_1278,0.0006579703313529247
GENE_0793,0.0006578872986423944
GENE_0352,0.0006574150741865974
GENE_1952,0.0006572374420291699
GENE_1460,0.0006571701443935232
GENE_0806,0.000655802812306107
GENE_1727,0.0006547419173283776
GENE_1427,0.0006544312553034715
GENE_1057,0.0006537457919849278
GENE_1279,0.0006535771513332168
GENE_1466,0.0006535768467988611
GENE_1791,0.000652608602393878
GENE_0902,0.000652511064844046
GENE_1145,0.0006514675367831065
GENE_1526,0.0006513840930367539
GENE_0034,0.0006504425419717247
GENE_1422,0.0006504392332468711
GENE_0997,0.0006503478672857095
GENE_0570,0.0006502264529365146
GENE_0488,0.0006494254409745153
GENE_0002,0.0006479333835812001
GENE_1124,0.0006477724403638488
GENE_0769,0.0006475396879205759
GENE_0071,0.0006471383561088571
GENE_1293,0.0006471096677354986
GENE_0785,0.0006468244640403536
GENE_0921,0.0006464397421783954
GENE_0964,0.0006461759934410861
GENE_0717,0.000645926785075388
GENE_1104,0.0006458087182414128
GENE_0564,0.0006449438677970474
GENE_1584,0.0006447596832970616
GENE_0940,0.0006443418594391207
GENE_1303,0.0006442302512179729
GENE_0154,0.0006434400159517042
GENE_0792,0.0006430129404882906
GENE_1158,0.0006428383963665228
GENE_0171,0.0006425894400694045
GENE_0471,0.0006411528847116959
GENE_0102,0.0006384176719776429
GENE_1449,0.0006383495533372882
GENE_0048,0.0006381842202720842
GENE_0303,0.000638131327430861
GENE_1108,0.0006374922794111971
GENE_1820,0.0006373238384610457
GENE_0114,0.0006368612666969068
GENE_1887,0.0006366798769702159
GENE_0679,0.0006356690106633862
GENE_1385,0.0006353860766536514
GENE_0205,0.000635150169750453
GENE_1860,0.0006347289703317513
GENE_1730,0.0006338069254303126
GENE_0516,0.0006331621005471824
GENE_1189,0.0006331186687055654
GENE_0474,0.0006322862343799713
GENE_0868,0.0006321010875509468
GENE_0375,0.0006320179455893891
GENE_1243,0.000631849189320318
GENE_1960,0.0006315058872778299
GENE_0611,0.0006308608638539602
GENE_1605,0.0006306597403205378
GENE_1664,0.0006298006374428313
GENE_0499,0.0006294927861986017
GENE_1953,0.0006287787766085993
GENE_1972,0.0006280630235821748
GENE_0338,0.0006278429720159969
GENE_0663,0.0006277331267648562
GENE_1321,0.0006274195687219076
GENE_1632,0.0006271741846314784
GENE_1647,0.0006269646229732884
GENE_1532,0.0006268593496408862
GENE_1852,0.0006267569430916656
GENE_1296,0.0006263249395061878
GENE_1624,0.0006259150195721652
GENE_1531,0.0006254588846681059
GENE_0530,0.0006247149244822452
GENE_1815,0.0006241539404476704
GENE_0783,0.0006238222524206886
GENE_0623,0.0006232407086289498
GENE_0493,0.000622304540488926
GENE_0537,0.0006220109086235601
GENE_0843,0.0006218761166106207
GENE_0018,0.0006212636701951223
GENE_0506,0.0006209207132238644
GENE_1516,0.0006208247990929642
GENE_0230,0.0006198955211024835
GENE_0263,0.0006188945417707329
GENE_1913,0.0006180901859887102
GENE_1047,0.0006173253602994014
GENE_0294,0.0006164297098298268
GENE_1230,0.0006162287251992716
GENE_0362,0.0006148537856392552
GENE_0281,0.0006145395645958476
GENE_0642,0.0006141612991083204
GENE_0672,0.000614102341709106
GENE_0744,0.0006135402793987737
GENE_0284,0.0006135062915103789
GENE_1973,0.0006132761479081735
GENE_1329,0.0006117091794348097
GENE_1847,0.000611584852319311
GENE_1544,0.0006109979262862957
GENE_0412,0.0006105570479407078
GENE_1320,0.0006102526979642194
GENE_0465,0.0006088937364396658
GENE_0766,0.0006085785246107337
GENE_1218,0.0006082807949277083
GENE_1400,0.0006076051237050156
GENE_1948,0.0006073136495623497
GENE_1069,0.0006062476670299371
GENE_0728,0.0006061825822158098
GENE_1856,0.000606102451314412
GENE_0054,0.0006054753049136917
GENE_0784,0.0006052893728403128
GENE_0865,0.0006050944634090155
GENE_1388,0.000604833037771156
GENE_1461,0.0006047298576700615
GENE_1659,0.0006043871817886145
GENE_1732,0.0006028148940424888
GENE_0817,0.0006026398564292045
GENE_0316,0.0006024366070879218
GENE_1902,0.0006023008743866685
GENE_0562,0.0006017574853882309
GENE_0576,0.0006010547066832095
GENE_0510,0.0006008466545197596
GENE_0561,0.0006000784158845671
GENE_1276,0.0005996868776739427
GENE_1220,0.0005992775145601882
GENE_1555,0.000598919157861673
GENE_1232,0.0005986193491236435
GENE_1748,0.0005981723416882386
GENE_1804,0.000598146796133962
GENE_0466,0.0005980674716221887
GENE_1070,0.0005977709858972026
GENE_0141,0.0005976189694087606
GENE_0052,0.0005974171811804474
GENE_0181,0.0005962902250304424
GENE_1653,0.000596157860867047
GENE_1299,0.0005959439975365663
GENE_0414,0.0005955993771377364
GENE_1904,0.0005954280857839568
GENE_0026,0.0005953745176876207
GENE_1947,0.0005952439523791272
GENE_1169,0.0005938411615308664
GENE_0640,0.0005935449124582529
GENE_1610,0.0005928080591054467
GENE_1832,0.0005926985470031909
GENE_0830,0.0005925429581638491
GENE_1939,0.00059248506571701
GENE_1450,0.0005917388236771811
GENE_0740,0.0005909192231579665
GENE_0920,0.0005904600679686085
GENE_0365,0.000589781361188338
GENE_1524,0.0005897787257846396
GENE_1572,0.000589436461011663
GENE_1965,0.0005887093410078073
GENE_0982,0.0005882781311261354
GENE_1998,0.0005879272229489842
GENE_1485,0.0005876936913639303
GENE_1380,0.0005868024557135605
GENE_1703,0.0005867847862912809
GENE_1431,0.0005863625531302378
GENE_0319,0.0005859777014130417
GENE_1795,0.0005856022530186365
GENE_0750,0.0005854840833745101
GENE_0244,0.000585018246183053
GENE_0178,0.0005849351437661797
GENE_1989,0.0005841026378573924
GENE_0786,0.000583914045097588
GENE_1084,0.0005838192213988411
GENE_0231,0.0005835230467499845
GENE_0805,0.0005834183316709539
GENE_0457,0.0005833732296741793
GENE_1652,0.0005829525386546075
GENE_1054,0.0005821965544682721
GENE_0204,0.000581608063254123
GENE_1981,0.0005812973251841116
GENE_1837,0.00058037068771131
GENE_0720,0.0005791989389445028
GENE_0144,0.0005789241375482377
GENE_1324,0.0005782198115075711
GENE_1723,0.0005780956884511923
GENE_0626,0.0005770429226936416
GENE_1456,0.0005762828913235495
GENE_0555,0.0005760998493187127
GENE_0664,0.0005759973051639315
GENE_1425,0.0005748939901315331
GENE_1314,0.0005748794184968096
GENE_0274,0.000574199182926782
GENE_0985,0.000573571473874382
GENE_1636,0.0005732587373154614
GENE_1336,0.0005731603978752932
GENE_0959,0.0005730553086343391
GENE_0653,0.0005726995404531891
GENE_1463,0.0005726655460767205
GENE_1438,0.0005712210841064237
GENE_1211,0.000571014264895602
GENE_0954,0.0005698962713732412
GENE_0020,0.0005689844973706409
GENE_1771,0.0005688167184030019
GENE_1619,0.0005684762343133086
GENE_0454,0.0005675349231421909
GENE_0847,0.000567271546367156
GENE_1357,0.000566822427982649
