gene,importance,n_cancers_sig,mean_log2FC,min_padj,evidence_score
GENE_0880,0.0012062344173181295,0.0,0.0,0.0,0.2666044930041276
GENE_1919,0.0012039915323077996,0.0,0.0,0.0,0.2661087657951701
GENE_1284,0.0012014835518864451,0.0,0.0,0.0,0.26555444663539507
GENE_0336,0.0011981706307903756,0.0,0.0,0.0,0.2648222177779695
GENE_1831,0.0011903709943838431,0.0,0.0,0.0,0.2630983255726688
GENE_1353,0.0011828688333096098,0.0,0.0,0.0,0.26144018199716196
GENE_1472,0.0011801158447034032,0.0,0.0,0.0,0.2608317106079641
GENE_0251,0.0011721577955804432,0.0,0.0,0.0,0.2590728056876039
GENE_0691,0.0011701695372791014,0.0,0.0,0.0,0.25863335661470394
GENE_1019,0.001168626279183611,0.0,0.0,0.0,0.25829226243249886
GENE_0797,0.0011670244797432898,0.0,0.0,0.0,0.2579382293179152
GENE_1214,0.001162144390450469,0.0,0.0,0.0,0.2568596216169179
GENE_1824,0.0011570228940568318,0.0,0.0,0.0,0.2557276576057401
GENE_0055,0.0011546952144558488,0.0,0.0,0.0,0.2552131889162495
GENE_0504,0.0011521781473323271,0.0,0.0,0.0,0.25465686139426097
GENE_1701,0.0011463254096412809,0.0,0.0,0.0,0.25336327687834514
GENE_0455,0.0011436249937976752,0.0,0.0,0.0,0.2527664252328039
GENE_0250,0.0011365993038359341,0.0,0.0,0.0,0.25121359231462315
GENE_0593,0.0011333450212002924,0.0,0.0,0.0,0.2504943238542716
GENE_0842,0.001129212000630806,0.0,0.0,0.0,0.2495808348693085
GENE_1639,0.0011275984505387394,0.0,0.0,0.0,0.24922420460071723
GENE_1000,0.0011271343795284288,0.0,0.0,0.0,0.24912163464031364
GENE_0383,0.0011231452581333856,0.0,0.0,0.0,0.24823995055653333
GENE_0234,0.0011167277020214547,0.0,0.0,0.0,0.2468215286735374
GENE_0630,0.001116383922029206,0.0,0.0,0.0,0.2467455456894486
GENE_0433,0.0011101085413149328,0.0,0.0,0.0,0.24535854771482904
GENE_1008,0.0011072047620725811,0.0,0.0,0.0,0.24471674825894524
GENE_1986,0.0011070885386892833,0.0,0.0,0.0,0.24469106031990578
GENE_1365,0.0011021549992279096,0.0,0.0,0.0,0.24360063894912468
GENE_1996,0.0011020246339205426,0.0,0.0,0.0,0.24357182533198948
GENE_0381,0.0011008602794203013,0.0,0.0,0.0,0.24331447722721225
GENE_0477,0.0010994186237439604,0.0,0.0,0.0,0.24299583942749506
GENE_0602,0.001097782615076898,0.0,0.0,0.0,0.24263424531695538
GENE_1087,0.0010971007734385308,0.0,0.0,0.0,0.24248354322978546
GENE_1177,0.0010968495670441575,0.0,0.0,0.0,0.242428021058929
GENE_1782,0.0010957752253876062,0.0,0.0,0.0,0.24219056778405487
GENE_0190,0.0010953468123599144,0.0,0.0,0.0,0.24209587902670862
GENE_1946,0.0010926065081585056,0.0,0.0,0.0,0.24149021117160133
GENE_1062,0.001091899479780992,0.0,0.0,0.0,0.24133394225784768
GENE_0382,0.0010914660328551643,0.0,0.0,0.0,0.24123814089764323
GENE_0078,0.001090947418694507,0.0,0.0,0.0,0.24112351569429824
GENE_1586,0.0010898901203259914,0.0,0.0,0.0,0.2408898293631464
GENE_0149,0.001086634883695002,0.0,0.0,0.0,0.24017035004871687
GENE_0515,0.0010845913414746998,0.0,0.0,0.0,0.23971868200662308
GENE_0545,0.0010829857014285542,0.0,0.0,0.0,0.2393638000331825
GENE_0288,0.0010819020765041303,0.0,0.0,0.0,0.23912429495072518
GENE_1255,0.0010808733866685012,0.0,0.0,0.0,0.2388969317382775
GENE_0315,0.0010804553509211193,0.0,0.0,0.0,0.2388045365894671
GENE_0415,0.0010722324055384986,0.0,0.0,0.0,0.23698708373514676
GENE_0749,0.001071871309258858,0.0,0.0,0.0,0.23690727346843815
GENE_0966,0.001071696166393709,0.0,0.0,0.0,0.2368685630203727
GENE_0143,0.0010684355322089344,0.0,0.0,0.0,0.23614789072714096
GENE_0533,0.001068141285283694,0.0,0.0,0.0,0.23608285564673245
GENE_0522,0.001067041323608221,0.0,0.0,0.0,0.2358397397808584
GENE_1462,0.0010661903180299174,0.0,0.0,0.0,0.235651648720373
GENE_0808,0.0010638714845055612,0.0,0.0,0.0,0.23513913520952787
GENE_1335,0.001062535916456242,0.0,0.0,0.0,0.23484394512246923
GENE_0707,0.0010607856822683398,0.0,0.0,0.0,0.23445710464469408
GENE_0438,0.001060181356790657,0.0,0.0,0.0,0.234323535344006
GENE_0557,0.0010522005153464136,0.0,0.0,0.0,0.23255959281638397
GENE_1718,0.0010513539938452289,0.0,0.0,0.0,0.23237249283614775
GENE_1926,0.0010501999342859406,0.0,0.0,0.0,0.2321174201410868
GENE_1310,0.0010472384975165256,0.0,0.0,0.0,0.23146287709610466
GENE_0774,0.0010464906368013438,0.0,0.0,0.0,0.23129758333235015
GENE_1661,0.0010442081234633177,0.0,0.0,0.0,0.23079309738623316
GENE_1264,0.00104379403185025,0.0,0.0,0.0,0.23070157397836638
GENE_1283,0.0010424435584962379,0.0,0.0,0.0,0.23040308948920504
GENE_0351,0.0010415643280690826,0.0,0.0,0.0,0.23020876011267583
GENE_0821,0.0010413221306369252,0.0,0.0,0.0,0.2301552291217837
GENE_1816,0.001037185117310806,0.0,0.0,0.0,0.2292408576492688
GENE_0973,0.0010345845103931408,0.0,0.0,0.0,0.22866606598453693
GENE_0237,0.0010313589110364381,0.0,0.0,0.0,0.22795313716342094
GENE_1082,0.0010295518411930955,0.0,0.0,0.0,0.22755373474835924
GENE_0981,0.0010293665244632455,0.0,0.0,0.0,0.2275127756511079
GENE_1821,0.0010280229780565823,0.0,0.0,0.0,0.22721582217056274
GENE_1827,0.0010261406436159436,0.0,0.0,0.0,0.22679978461434175
GENE_0596,0.0010239302848717678,0.0,0.0,0.0,0.2263112464298167
GENE_0168,0.0010197331731163013,0.0,0.0,0.0,0.2253835918747961
GENE_1864,0.0010193579631537857,0.0,0.0,0.0,0.22530066217192043
GENE_0450,0.0010192071271970641,0.0,0.0,0.0,0.22526732408838446
GENE_1174,0.0010164170419840756,0.0,0.0,0.0,0.22465065352836103
GENE_1794,0.001015515182132733,0.0,0.0,0.0,0.22445132254843211
GENE_0896,0.0010143570941636428,0.0,0.0,0.0,0.22419535948568026
GENE_1667,0.0010142256786551925,0.0,0.0,0.0,0.22416631375087093
GENE_1880,0.0010133428196411362,0.0,0.0,0.0,0.22397118237635757
GENE_0395,0.0010107740703717914,0.0,0.0,0.0,0.22340343195672438
GENE_1483,0.001009246128109661,0.0,0.0,0.0,0.22306572291253995
GENE_1430,0.001008606341677212,0.0,0.0,0.0,0.22292431595630896
GENE_1980,0.0010084335374472317,0.0,0.0,0.0,0.2228861223983559
GENE_1498,0.0010080757074741322,0.0,0.0,0.0,0.22280703405765676
GENE_1872,0.0010073624849196935,0.0,0.0,0.0,0.22264939609376247
GENE_1885,0.0010073129050353724,0.0,0.0,0.0,0.22263843784242024
GENE_0614,0.0010034787567318305,0.0,0.0,0.0,0.2217910062404924
GENE_1875,0.001002207482241632,0.0,0.0,0.0,0.2215100264524326
GENE_0548,0.0010022019434243038,0.0,0.0,0.0,0.22150880225126207
GENE_1911,0.001001702471477703,0.0,0.0,0.0,0.22139840790072665
GENE_1464,0.0010007941028508493,0.0,0.0,0.0,0.2211976383374094
GENE_0011,0.0010004919404200045,0.0,0.0,0.0,0.22113085375513944
GENE_0308,0.0009887019019916023,0.0,0.0,0.0,0.21852499441919715
GENE_0046,0.0009886312081491403,0.0,0.0,0.0,0.21850936951597974
GENE_0696,0.0009871999132802759,0.0,0.0,0.0,0.21819302168393775
GENE_0043,0.0009864344084083729,0.0,0.0,0.0,0.21802382817118784
GENE_0138,0.0009863902771392158,0.0,0.0,0.0,0.21801407418434224
GENE_0153,0.0009848040580083697,0.0,0.0,0.0,0.21766348466285196
GENE_1397,0.0009832256185878252,0.0,0.0,0.0,0.21731461462945692
GENE_0434,0.000982495148625036,0.0,0.0,0.0,0.21715316460673487
GENE_1018,0.000981218787248989,0.0,0.0,0.0,0.2168710605043601
GENE_0819,0.0009808619844796638,0.0,0.0,0.0,0.216792199198421
GENE_0999,0.0009799531205595738,0.0,0.0,0.0,0.21659132016434066
GENE_0311,0.0009794807528877817,0.0,0.0,0.0,0.21648691645819398
GENE_0650,0.0009770251927932253,0.0,0.0,0.0,0.21594418335039067
GENE_1224,0.0009758127878281632,0.0,0.0,0.0,0.2156762150298177
GENE_1493,0.0009749559610305997,0.0,0.0,0.0,0.21548683735108703
GENE_1580,0.0009741915607988118,0.0,0.0,0.0,0.21531788798824164
GENE_1290,0.0009736053862290739,0.0,0.0,0.0,0.21518833043978075
GENE_0070,0.0009729111285433,0.0,0.0,0.0,0.2150348841314409
GENE_1109,0.0009723373783424001,0.0,0.0,0.0,0.21490807264337042
GENE_1995,0.0009711829694596215,0.0,0.0,0.0,0.21465292274008965
GENE_0818,0.0009708011203106812,0.0,0.0,0.0,0.21456852563012854
GENE_1903,0.0009700355523121343,0.0,0.0,0.0,0.21439931816499372
GENE_0224,0.0009699752667404547,0.0,0.0,0.0,0.2143859937198922
GENE_1655,0.0009696981286967092,0.0,0.0,0.0,0.21432474008081165
GENE_0463,0.0009689662634412157,0.0,0.0,0.0,0.21416298166753242
GENE_1455,0.0009686310571476744,0.0,0.0,0.0,0.21408889366054282
GENE_1592,0.0009672659178717499,0.0,0.0,0.0,0.21378716767816947
GENE_1738,0.0009661950098037421,0.0,0.0,0.0,0.2135504733023283
GENE_1670,0.0009654333779987964,0.0,0.0,0.0,0.2133821358230638
GENE_1459,0.0009634785861181383,0.0,0.0,0.0,0.21295008356954737
GENE_0634,0.0009605722953765065,0.0,0.0,0.0,0.21230772901675815
GENE_1749,0.0009599633179077307,0.0,0.0,0.0,0.21217313152311768
GENE_0397,0.0009591210841524161,0.0,0.0,0.0,0.211986979229581
GENE_1675,0.0009587486057819065,0.0,0.0,0.0,0.21190465326897254
GENE_1923,0.0009573887260839202,0.0,0.0,0.0,0.21160408976968662
GENE_1246,0.0009566807139713976,0.0,0.0,0.0,0.21144760342873184
GENE_1759,0.0009559253115505686,0.0,0.0,0.0,0.21128064278117628
GENE_1781,0.000955114715627164,0.0,0.0,0.0,0.21110148314844837
GENE_0328,0.0009530667886616329,0.0,0.0,0.0,0.21064884598065073
GENE_1156,0.0009528894030011485,0.0,0.0,0.0,0.21060963982519648
GENE_0195,0.0009522271877091,0.0,0.0,0.0,0.2104632755947771
GENE_0007,0.0009522147428541388,0.0,0.0,0.0,0.2104605250065002
GENE_1345,0.0009511523192923226,0.0,0.0,0.0,0.21022570589423892
GENE_0885,0.0009497433222153765,0.0,0.0,0.0,0.2099142863675281
GENE_0063,0.0009487624135964179,0.0,0.0,0.0,0.2096974838610781
GENE_0427,0.0009468713943878367,0.0,0.0,0.0,0.20927952677899966
GENE_1161,0.0009467177913687678,0.0,0.0,0.0,0.2092455771134663
GENE_0424,0.0009464141934735526,0.0,0.0,0.0,0.2091784752618122
GENE_1110,0.0009463750922170205,0.0,0.0,0.0,0.2091698330190409
GENE_1443,0.0009453737738269426,0.0,0.0,0.0,0.20894851950162696
GENE_1011,0.0009451956625446832,0.0,0.0,0.0,0.20890915296770673
GENE_0207,0.000945186305767538,0.0,0.0,0.0,0.20890708491294796
GENE_0133,0.0009449625616644756,0.0,0.0,0.0,0.208857632516048
GENE_0464,0.000943537810617443,0.0,0.0,0.0,0.20854273101340662
GENE_1638,0.0009431889249056866,0.0,0.0,0.0,0.2084656195523475
GENE_0839,0.0009422635622259962,0.0,0.0,0.0,0.20826109392737624
GENE_1074,0.0009391606601357809,0.0,0.0,0.0,0.207575283916713
GENE_0264,0.000939129426903118,0.0,0.0,0.0,0.2075683806812893
GENE_1654,0.0009389824036719655,0.0,0.0,0.0,0.20753588529445693
GENE_0618,0.0009380425307731216,0.0,0.0,0.0,0.20732815259002813
GENE_0725,0.0009346630448449426,0.0,0.0,0.0,0.20658121143202343
GENE_1312,0.0009339143524073177,0.0,0.0,0.0,0.20641573383920792
GENE_1072,0.0009316695192028312,0.0,0.0,0.0,0.20591957603623992
GENE_0147,0.0009309494399330396,0.0,0.0,0.0,0.2057604225865544
GENE_1760,0.0009300189824918899,0.0,0.0,0.0,0.20555477090658397
GENE_1990,0.0009262169268277091,0.0,0.0,0.0,0.2047144324879737
GENE_0348,0.0009254606975126848,0.0,0.0,0.0,0.20454728907850675
GENE_1662,0.0009237835949403515,0.0,0.0,0.0,0.20417661230573905
GENE_1258,0.0009216413200853972,0.0,0.0,0.0,0.20370312216702252
GENE_1622,0.0009200995117100432,0.0,0.0,0.0,0.20336234840504128
GENE_1936,0.000918483212617362,0.0,0.0,0.0,0.2030051105464952
GENE_1608,0.0009183870550640281,0.0,0.0,0.0,0.202983857599815
GENE_0546,0.0009180172696606089,0.0,0.0,0.0,0.2029021268445128
GENE_1548,0.0009173741954492507,0.0,0.0,0.0,0.20275999321640398
GENE_0900,0.0009170056894230447,0.0,0.0,0.0,0.2026785452317709
GENE_1409,0.0009167220026874117,0.0,0.0,0.0,0.2026158441868997
GENE_0174,0.0009115268784708818,0.0,0.0,0.0,0.20146760679791784
GENE_0014,0.0009111987253975492,0.0,0.0,0.0,0.20139507770864007
GENE_0625,0.0009111811305223706,0.0,0.0,0.0,0.20139118885195592
GENE_0182,0.0009110688890550012,0.0,0.0,0.0,0.20136638100443272
GENE_0844,0.0009092161420137793,0.0,0.0,0.0,0.2009568829180756
GENE_1342,0.0009076724390941158,0.0,0.0,0.0,0.20061569041988697
GENE_1051,0.000905757421487018,0.0,0.0,0.0,0.20019242916079488
GENE_1096,0.0009057426438094999,0.0,0.0,0.0,0.20018916296712147
GENE_1121,0.0009044937367302993,0.0,0.0,0.0,0.1999131268717497
GENE_0258,0.0009044469301765131,0.0,0.0,0.0,0.19990278158781294
GENE_0269,0.0009039673869356322,0.0,0.0,0.0,0.19979679192214508
GENE_1418,0.0009030553434871689,0.0,0.0,0.0,0.19959521014195022
GENE_0822,0.0009016064470530943,0.0,0.0,0.0,0.1992749719745791
GENE_0770,0.000901254537948521,0.0,0.0,0.0,0.19919719227681779
GENE_0975,0.0008999698476356351,0.0,0.0,0.0,0.1989132472951319
GENE_1488,0.0008999250952775401,0.0,0.0,0.0,0.19890335603389
GENE_0754,0.000897896669077858,0.0,0.0,0.0,0.19845502896678072
GENE_1882,0.0008975466253720889,0.0,0.0,0.0,0.1983776615634253
GENE_1870,0.0008955433923128182,0.0,0.0,0.0,0.1979349027377209
GENE_1289,0.000895388931237621,0.0,0.0,0.0,0.19790076342279952
GENE_1901,0.0008939487015190983,0.0,0.0,0.0,0.19758244079130813
GENE_1633,0.0008934791219476671,0.0,0.0,0.0,0.19747865331702527
GENE_1917,0.0008927443183681336,0.0,0.0,0.0,0.1973162454691256
GENE_1686,0.0008909966202460095,0.0,0.0,0.0,0.19692996551799544
GENE_1635,0.0008906587373512148,0.0,0.0,0.0,0.1968552859229116
GENE_1322,0.0008890872246433717,0.0,0.0,0.0,0.19650794684627046
GENE_0331,0.000887430905381396,0.0,0.0,0.0,0.19614186364490252
GENE_0038,0.000887322065927524,0.0,0.0,0.0,0.19611780771762852
GENE_0831,0.0008861692654301811,0.0,0.0,0.0,0.19586301330311304
GENE_0374,0.0008849594177474971,0.0,0.0,0.0,0.19559561019852303
GENE_1173,0.0008834647976089147,0.0,0.0,0.0,0.19526526608086267
GENE_0203,0.0008789467319693918,0.0,0.0,0.0,0.19426667361666944
GENE_1367,0.0008775665747643369,0.0,0.0,0.0,0.19396162833970101
GENE_0513,0.0008764383907188768,0.0,0.0,0.0,0.19371227470566696
GENE_0372,0.0008752981044919461,0.0,0.0,0.0,0.19346024622177876
GENE_1294,0.0008750858719584315,0.0,0.0,0.0,0.19341333813643127
GENE_0194,0.0008750771209188174,0.0,0.0,0.0,0.19341140396306822
GENE_1700,0.0008748112186898608,0.0,0.0,0.0,0.19335263368763764
GENE_0079,0.0008731888197712279,0.0,0.0,0.0,0.19299404763260344
GENE_1085,0.0008717396024936292,0.0,0.0,0.0,0.19267373855171513
GENE_0685,0.0008702486999337211,0.0,0.0,0.0,0.19234421610118965
GENE_0529,0.0008699776806196654,0.0,0.0,0.0,0.19228431483674158
GENE_1249,0.0008692611769337886,0.0,0.0,0.0,0.19212595167020757
GENE_0253,0.0008689958165344874,0.0,0.0,0.0,0.19206730115111828
GENE_1560,0.0008688407002832296,0.0,0.0,0.0,0.19203301702779238
GENE_1383,0.0008681047199837333,0.0,0.0,0.0,0.19187034909874714
GENE_1564,0.0008676806865491538,0.0,0.0,0.0,0.191776628328373
GENE_1974,0.0008648964776985083,0.0,0.0,0.0,0.19116125657443625
GENE_1343,0.0008643472544943609,0.0,0.0,0.0,0.19103986609528428
GENE_1774,0.0008641795385975403,0.0,0.0,0.0,0.19100279717153396
GENE_0350,0.0008625849395085535,0.0,0.0,0.0,0.19065035549389606
GENE_1089,0.0008620973094140712,0.0,0.0,0.0,0.19054257845466843
GENE_0494,0.0008604886298784873,0.0,0.0,0.0,0.19018702468681625
GENE_0029,0.0008599790186759413,0.0,0.0,0.0,0.19007438933639564
GENE_0291,0.0008597684960819424,0.0,0.0,0.0,0.19002785918551188
GENE_0157,0.0008589347058157969,0.0,0.0,0.0,0.1898435730898857
GENE_1221,0.0008565266024116758,0.0,0.0,0.0,0.18931132896060224
GENE_0394,0.0008528477659798994,0.0,0.0,0.0,0.1884982247184604
GENE_0972,0.0008522465779611697,0.0,0.0,0.0,0.1883653488656142
GENE_0884,0.0008504935321082134,0.0,0.0,0.0,0.18797788694765674
GENE_1247,0.0008503853284756035,0.0,0.0,0.0,0.1879539715509486
GENE_0864,0.0008481563067678255,0.0,0.0,0.0,0.18746130843856734
GENE_1352,0.0008465982979861431,0.0,0.0,0.0,0.1871169540283691
GENE_1099,0.0008463308442753792,0.0,0.0,0.0,0.18705784084113403
GENE_1596,0.0008447782348622046,0.0,0.0,0.0,0.18671467981083184
GENE_1678,0.0008429574274145056,0.0,0.0,0.0,0.1863122410812761
GENE_0458,0.0008426522702401807,0.0,0.0,0.0,0.18624479459444118
GENE_0965,0.0008408784691767824,0.0,0.0,0.0,0.18585274531578694
GENE_0907,0.0008405474078150694,0.0,0.0,0.0,0.18577957343043403
GENE_1629,0.0008396656379670231,0.0,0.0,0.0,0.18558468278570564
GENE_1159,0.0008375007591207563,0.0,0.0,0.0,0.18510619666481748
GENE_0059,0.0008373545400453484,0.0,0.0,0.0,0.18507387901419586
GENE_1621,0.0008371511796264176,0.0,0.0,0.0,0.18502893186245842
GENE_1593,0.0008369221515506137,0.0,0.0,0.0,0.18497831159067973
GENE_0098,0.0008356263595804836,0.0,0.0,0.0,0.1846919128971294
GENE_1419,0.0008346900456614333,0.0,0.0,0.0,0.184484966805974
GENE_0444,0.0008340350870570901,0.0,0.0,0.0,0.1843402064640847
GENE_0134,0.0008337212898221428,0.0,0.0,0.0,0.18427085033269922
GENE_1956,0.0008335210747509084,0.0,0.0,0.0,0.18422659837239044
GENE_0932,0.0008326059174778602,0.0,0.0,0.0,0.18402432836807195
GENE_0767,0.0008319499303810051,0.0,0.0,0.0,0.18387934070658313
GENE_1494,0.000830970659955467,0.0,0.0,0.0,0.18366290027712248
GENE_1761,0.000830828656273135,0.0,0.0,0.0,0.1836315143216322
GENE_0804,0.0008306687949878088,0.0,0.0,0.0,0.18359618144079784
GENE_0668,0.0008294553803900093,0.0,0.0,0.0,0.18332798996905272
GENE_0200,0.0008285411209721829,0.0,0.0,0.0,0.18312591841060244
GENE_0595,0.0008277985759869165,0.0,0.0,0.0,0.18296179954076464
GENE_0520,0.0008276469009778348,0.0,0.0,0.0,0.18292827600809383
GENE_0183,0.0008254521744031988,0.0,0.0,0.0,0.18244319287888378
GENE_0056,0.0008254080121029623,0.0,0.0,0.0,0.1824334320334831
GENE_1705,0.0008252052845984346,0.0,0.0,0.0,0.18238862476983134
GENE_1575,0.0008247834407527473,0.0,0.0,0.0,0.18229538794704492
GENE_0090,0.0008237170045397281,0.0,0.0,0.0,0.18205968195009173
GENE_1950,0.0008229768115881668,0.0,0.0,0.0,0.18189608293173923
GENE_1014,0.0008223482403661054,0.0,0.0,0.0,0.18175715478512966
GENE_0485,0.0008220764285747052,0.0,0.0,0.0,0.18169707836565566
GENE_1803,0.000821139039265003,0.0,0.0,0.0,0.1814898945893742
GENE_0123,0.0008179592565607043,0.0,0.0,0.0,0.18078709226208886
GENE_1407,0.0008170281304029484,0.0,0.0,0.0,0.18058129278095375
GENE_0718,0.0008169139755460495,0.0,0.0,0.0,0.18055606203201263
GENE_0409,0.000816775278236918,0.0,0.0,0.0,0.18052540685814997
GENE_0683,0.0008158130410388888,0.0,0.0,0.0,0.18031273114881258
GENE_0266,0.0008154574048434575,0.0,0.0,0.0,0.18023412768151334
GENE_1789,0.0008153145756825434,0.0,0.0,0.0,0.18020255927699347
GENE_1136,0.0008141118260663831,0.0,0.0,0.0,0.17993672500214308
GENE_0008,0.0008140331785711981,0.0,0.0,0.0,0.17991934216570699
GENE_1778,0.0008139098360480311,0.0,0.0,0.0,0.1798920807392523
GENE_0459,0.0008128245154977954,0.0,0.0,0.0,0.17965220088597647
GENE_0925,0.0008127492766093793,0.0,0.0,0.0,0.17963557142704845
GENE_1549,0.0008118264148608462,0.0,0.0,0.0,0.17943159856319366
GENE_1514,0.0008115532888823313,0.0,0.0,0.0,0.17937123167929217
GENE_1708,0.0008104426315038557,0.0,0.0,0.0,0.17912575182642235
GENE_0527,0.0008088964348464794,0.0,0.0,0.0,0.17878400815702764
GENE_0528,0.0008074425855443727,0.0,0.0,0.0,0.17846267529624396
GENE_1744,0.0008070194544821319,0.0,0.0,0.0,0.1783691539701208
GENE_1213,0.0008061604107514038,0.0,0.0,0.0,0.17817928630011323
GENE_0305,0.0008060833858395484,0.0,0.0,0.0,0.17816226209049107
GENE_0768,0.0008058596615090432,0.0,0.0,0.0,0.17811281406376367
GENE_1274,0.0008053364535222356,0.0,0.0,0.0,0.17799717352320552
GENE_0694,0.000804198698340326,0.0,0.0,0.0,0.1777457044562639
GENE_1881,0.0008035999958978965,0.0,0.0,0.0,0.17761337797077104
GENE_0761,0.0008030824407271255,0.0,0.0,0.0,0.17749898682762005
GENE_0337,0.0008028617257522198,0.0,0.0,0.0,0.17745020393505928
GENE_1538,0.0008026896174267041,0.0,0.0,0.0,0.1774121641873891
GENE_0439,0.0008004438749087368,0.0,0.0,0.0,0.1769158054060241
