,PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8,PC9,PC10
TCGA_BRCA_052,6.1570746040559845,-2.796411015302313,0.5864054302661402,4.027400361422157,1.1340113248388153,1.5905098058239437,-1.0934673883818333,-1.211472661015094,2.7598404781062493,-1.236026236352252
TCGA_BRCA_053,2.0582621902275617,6.300951164839402,-0.6044840474638264,-0.48691632815932967,-4.447557226089571,-6.178772215087962,-3.862224171789267,-1.8252160603502123,1.0975584346745098,1.6023278210281315
TCGA_BRCA_054,2.328082547293713,-4.182623724605318,-2.885016762642979,-5.209735327937143,5.44213233068818,3.342220489548531,-0.8834270329629701,-0.9862395135299707,5.347211712359484,2.008512412015451
TCGA_BRCA_055,-5.3407800510628345,0.4130611714672041,3.786992506375534,-3.2991910831579676,-1.8724458976720912,2.157268269972902,-2.5597621062756275,-1.4150387409763696,4.273086781622039,0.4112690319612794
TCGA_BRCA_056,-1.8778658898089557,-2.904118423750315,0.8170538025175018,1.1857267109137388,1.1791606671829273,-0.4266910567603843,6.178533537524646,2.402378053439,-1.5679198579998674,-0.06623944018359786
TCGA_BRCA_057,4.88246492370706,-5.03091979329477,-3.9059783247071533,-2.1608103518642157,-5.265340404349069,0.5651963266831603,-6.007012657322579,-0.325017080245033,0.6713596091519038,4.403129180830263
TCGA_BRCA_058,-1.9362551714166194,-0.19514334307003092,1.8208983937071899,5.033139135128099,-0.056362035344054394,1.6305634406146878,-2.2801551632179873,0.13450387784320736,-3.9950575555097774,1.3204672214848687
TCGA_BRCA_059,2.445722152390496,-0.9792604054872016,4.9353141330212695,2.428215546499513,0.2873020684292573,2.0353658725765063,-4.3199287894840515,0.1448240181975147,2.067288628457284,-5.4536694698603565
TCGA_LUAD_000,-0.9897094216896543,-3.995495334444273,3.52865141463693,-2.332308120697945,4.828245442036603,-2.5786368223718616,-3.6230017021175,-4.19962574578372,5.511805669054006,-1.2426996253500846
TCGA_LUAD_001,-4.111188672755791,-0.496317983447771,3.303521145527886,-5.8748010542069675,0.7816204040640078,-2.3505158236259263,2.6937170338851244,1.9088757064970472,-4.1026524394172155,-1.0032947066801885
TCGA_LUAD_002,-3.3816843324251686,2.404508420973807,-0.4719513259499367,4.213214073295408,7.295938692927656,0.796870536615273,2.771892307162233,0.3079780029670874,3.1171029865347233,2.503062936577027
TCGA_LUAD_003,2.546518648498072,-3.6108555054316818,-3.4951238502972184,4.5890210789259065,-0.49636418492307116,1.3078772020260383,-1.0296861672532165,-1.5114479280194466,-1.6850959139433541,3.5791992845075082
TCGA_LUAD_004,-4.099417633968748,4.643512767839755,-1.5441440030565117,-0.4115855062950133,2.1740878162574733,-2.826052692173398,-3.9371217157518372,3.964799647792727,-1.668995632067905,-5.3408580558981535
TCGA_LUAD_006,1.5399113804241498,-2.2801859618547966,-1.9454678319682892,3.966759404846148,-1.6602991981690842,-4.34760232611105,4.360228840143128,5.645451833014483,-4.236311848232737,-1.6048954801003714
TCGA_LUAD_007,1.9532645282536714,-1.372082249023301,1.204048351714884,0.7212581127191674,-3.68680257145254,-4.501928410993325,1.4731186095815518,-3.2192847046321456,1.2991001110696812,1.0313308971991682
TCGA_LUAD_008,-2.097143299234374,0.9528670521063348,-1.9014836483072117,0.574689790896799,-0.6273482577846297,1.9094815807138514,0.7991674930564867,1.7020045387230427,3.4242298259556474,-1.7046818633041556
TCGA_LUAD_009,-0.6303830594796577,-2.4376739389980693,4.635083539512918,1.5765845838938164,-1.7781946766620946,-2.4381856656866385,0.0029874199238559746,-1.8995805928434177,2.730276299903766,4.273047322976802
TCGA_LUAD_010,-1.691194263876912,-0.20930411967172163,-0.259151575034483,-0.11787055000164262,-0.0009823216657138124,-6.158246947750568,4.2810925770946575,4.4307788926036284,3.1843073314388155,2.079023361347859
TCGA_LUAD_011,3.5757843413270867,3.1549449694575196,3.282616818670074,5.183319972500441,-5.128602351260643,4.691832000480681,2.1469728983159326,2.3213515638562567,3.2755586060672877,-2.599675477756331
TCGA_LUAD_012,0.96501301898569,-5.03407381774697,5.575128464288766,-1.0300326208172612,4.219834467252722,1.1240387025257992,3.5234702179096087,2.897892060495469,3.2730258489137163,-0.7333099391001094
TCGA_LUAD_013,-2.5018167981759785,-4.542397653619453,0.10786968973037032,3.553361941674775,1.820509803811548,3.160371682313346,2.05536210998769,-4.148477864736251,-1.1125170667258992,6.664552172662815
TCGA_LUAD_014,3.7948555113382456,-0.9025388713350053,-3.1849465764789024,-0.3218704959096202,-2.117703572640977,0.7206973905963264,-4.272109837633495,-3.800199349547476,-3.5563337089241918,1.7217216717286496
TCGA_LUAD_015,-0.5171709423904448,-0.5041105181953117,-1.6145815166724988,5.076961573193095,4.865663169961336,-1.1467049154201456,3.9453023238478937,-5.268200887472427,0.9997371657016844,0.6692929909799008
TCGA_LUAD_016,1.214367725262948,-0.5968064956267025,-0.11302922716556522,5.567669699873441,3.910580034606409,-2.413963587866647,-7.966199542532671,-3.7797130549995805,0.7067231569308685,1.3703905313264269
TCGA_LUAD_017,-2.380159920964534,-1.0040589985953368,-2.7578214353364787,2.090086343567163,-0.41497415737601223,3.553210624010153,1.7184761664203292,-3.4147095075009237,1.9750293312920755,1.8704995729064817
TCGA_LUAD_018,2.204793347393472,-2.3943877184137574,1.3562384733484443,3.2036527794444787,-2.8098611892219134,-4.486494419975672,1.00574873561328,-3.0100688935090183,-1.3931919298865356,-3.8786918080983743
TCGA_LUAD_019,2.735377514947279,-0.9237410621707496,1.8768804364692209,3.8198110220388575,0.0347296374510503,-2.0748210458464054,2.479345220159984,-1.7794992623431725,8.116838625891424,-4.95474111786248
TCGA_LUAD_020,1.8628046384263963,1.2039051936411276,1.9729569477179207,-2.501483302028922,-1.1676752365182717,-4.0927896401778066,0.16368598073935975,-5.070242669099249,1.3066887511324143,2.0484479843952736
TCGA_LUAD_021,3.7919814561146206,1.4133972671436608,-2.7511534925940957,-3.2966981941630884,-3.940611945470442,-0.8624274374511118,2.448105226908931,-1.2415564912217327,-2.0442990630459184,-1.678475812969226
TCGA_LUAD_022,-2.0404357588374764,-3.927975640056227,3.4319277964989414,-2.5277954508490965,-1.273582170237217,5.039695162465171,0.03436265131282215,6.402693346066002,0.5440928449103183,-2.864574754005491
TCGA_LUAD_023,2.1149551214238826,1.563642262497808,4.534756642434501,-2.6379292078409784,6.183674223177316,0.29100842571796914,-1.2503682938808112,1.623792975774177,3.4468490689665208,2.808451287091289
TCGA_LUAD_024,3.8315956784544047,-1.0067539400033592,4.295042676436074,7.647963776101632,-3.9804259962501987,1.9925372284960539,4.706617842835547,-0.43296388678290226,-0.22605920695950238,7.413383162593529
TCGA_LUAD_025,6.037609002890215,2.4160191433399105,2.6161728182284185,-2.802171844289661,3.9353211512704456,-1.3436123805785465,-2.8711091602122383,0.2668843052077053,-2.6649400528804756,2.687830870203723
TCGA_LUAD_026,0.35371443957647497,5.5311757444987,-0.661322330109163,-2.665898469932749,-4.38408383234692,-0.626296978623232,-1.8261407616064862,-0.848826263317478,-0.24808402256511533,2.3493945093885644
TCGA_LUAD_027,-3.083824212345075,-5.421329295777333,3.472349919067822,-0.9106308067770653,-0.6739166097611674,-1.5614660494136954,2.462139850159906,2.6325389929165937,-1.8007020937532365,-0.014165392450431004
TCGA_LUAD_028,0.7656190238591264,4.928148345949154,1.7783950441346352,-0.008558497557056184,-1.62004667967214,-3.868366481307674,-2.3473465949098564,3.153389012737685,-1.1383954702496017,0.7115225118195314
TCGA_LUAD_029,0.19074906426921118,-0.5032183946074524,-1.7031591133625459,0.2183004132578159,0.20041222823601917,4.645943426722214,-3.118672015001517,-2.369337156400555,0.9141833258278007,1.3164591149852878
TCGA_LUAD_030,0.754127491833199,-5.409286095931355,1.6220311327533374,-0.37543055250678503,1.8024428239384638,-3.353042682713094,-0.8486402388041556,1.4367736569640501,-2.01885420633017,2.648253060903746
TCGA_LUAD_031,-1.5548081521461756,2.189505140982083,-1.9641625262698037,-4.229588822522378,1.2077830821320643,-4.035318924773802,1.0951313480715659,2.6551126871013757,3.1805000848572464,0.28544894844766805
TCGA_LUAD_032,-3.588705375117394,-0.3187134656493933,-0.9800813841265208,0.8038214728135243,6.470749317795703,2.874455845029842,-7.252130360619162,-2.8936002106158347,-0.21195973523591255,-6.644308890604783
TCGA_LUAD_033,0.38481694420991847,7.182930434596781,-1.2489560130843154,-1.175239574275957,2.347911955564408,1.5347269836596098,-0.41466631702102313,-6.9778127388848725,2.8324005239947985,4.972320365946451
TCGA_LUAD_034,3.8148967301927748,1.644687969636142,-1.246751299101864,2.6722132168211035,-1.5449575060118337,-4.556396311116873,3.6571810706987655,0.12243641071019797,-2.8935028756573584,-1.8490138263109412
TCGA_LUAD_035,-3.2192291472457173,5.971941832835961,5.873989000156721,0.8320698546448418,-0.4608532349955333,0.10516413339251202,2.3585305973758053,-1.014774285328784,0.32799913347260673,4.113325428733346
TCGA_LUAD_036,2.5940532530658755,3.4228163978640755,3.3012098946984776,-1.4420679358292519,5.055452788154448,0.6620946217289005,1.7433561097265333,-2.3589302983109883,0.9402866878220781,-1.3989342874853392
TCGA_LUAD_037,-2.751045223142694,-2.6215171480905317,-5.211053106815174,-0.9362925234014728,1.954890338033113,-2.614983534900839,-2.5843388449187734,0.5291411268024293,1.1741104254566348,-4.6281511068849275
TCGA_LUAD_038,-0.4800544094651822,-5.138603359601743,-0.3815340397755414,-3.039964239298603,0.056501190146066624,-5.214048116035109,2.5127924527367553,-0.10631812036028239,0.013018503413145432,-3.358030646229221
TCGA_LUAD_039,-1.2942585861310791,0.5685782110051312,-3.648756625417633,2.0547818552338923,-0.43620142049164407,-7.767044310625238,-3.928118995622307,-1.299572182660133,-0.18144339844795512,0.016523144398178254
TCGA_LUAD_040,5.407090189412013,-2.5096447247145104,-5.672675370749619,-0.5722595590485092,1.5846070913926222,0.0758183482110088,-2.108740624010365,-2.3476033154251237,3.1233716389761335,-1.5435851186734146
TCGA_LUAD_041,-2.8267528635414454,1.626539180758935,1.8182387823946526,-2.6259980339913898,-3.0183447796148792,-2.747511667644395,-3.2077174435012727,-0.8439802845398013,0.6243228273421616,-1.4559363740180002
TCGA_LUAD_042,6.019269698242718,2.9809895410091984,5.113162004773427,-4.879996360102703,2.2071337372626583,0.2698517367309817,-6.437416989470594,2.0445990624647483,0.45774829169111675,0.5830660293112673
TCGA_LUAD_043,-0.62087224954847,-1.4463780598794949,1.4292260824257677,3.712330850652489,4.879745259111024,-0.11795667223405074,1.461850041699985,2.6300108288662702,-1.2761805126091283,2.398038347941641
TCGA_LUAD_044,3.2297164893234163,-0.4370929815274016,-2.10471734770532,-3.21619379970785,3.5735496117285526,3.589358446778381,0.8276597213755701,4.841269196000188,5.10583210204206,-0.6977032530707159
TCGA_LUAD_045,0.3668094352483692,2.6148165951027047,0.32340284169086764,0.5839328725089518,0.1639735492339178,1.1268372514426597,-0.006121372214968886,-3.5231932768099554,-2.4256027893293957,-3.667663859266027
TCGA_LUAD_046,0.807556928658985,3.0474585488171897,-2.509334961723807,1.2310479871362943,-2.489268608974212,0.7271721911453324,-2.33665340068954,3.1122653934236486,-4.483297618551664,-0.29221690927513083
TCGA_LUAD_047,2.1773201578941777,1.1514793238391783,0.7186267706957522,4.808464031443835,1.4022025882724685,0.6518077059648018,0.6840063776103157,5.251750380519131,1.1823454147870032,3.31768627099592
TCGA_LUAD_048,-3.826279182564322,3.103468261828647,-0.14716455929430916,4.950022298395048,-5.5552041469261235,-3.5811266417892407,6.877445401445,-0.8705670209673051,-0.08922598818034451,-2.4365554860262812
TCGA_LUAD_049,3.706998053357114,4.374651578685023,5.379597478305969,-1.1190110628338021,6.795340639882789,-2.588153693986416,-0.6896298600155868,5.7798330995392,-2.835882212705363,0.7015976583448842
TCGA_LUAD_050,1.0083541516144192,-1.8041077274933437,1.0493974042583847,6.454908580218365,0.39385551885754205,4.12999602958282,2.1053937448826323,-2.2822130457929624,-4.593639021608104,-0.7086275194635476
TCGA_LUAD_051,-3.725425988799537,1.8513273651023103,-7.415894736956141,0.9158251178017462,-0.6619382868137887,-3.8911322444597936,2.0244062684281854,-0.41505128690600934,5.138806491199818,4.847478805358484
TCGA_LUAD_052,4.519102938187535,-1.876624948965594,-3.074700244407804,1.34875962769732,-4.151664915996574,0.7033295158113636,0.5711656419497192,-1.003468620481021,-3.523243528179061,-1.222230310670851
TCGA_LUAD_054,5.411714326363916,-4.428742996064337,-0.27782331654680203,-2.9549423769294045,-2.7338607233414813,1.2961884710241685,0.8124723111586686,3.3036930502031696,-3.0897131329430874,1.4324689025223551
TCGA_LUAD_055,1.3473461971591696,-1.5325632189447385,-1.0404377150930126,-2.755504058569441,4.5925250067127745,1.1332874219860418,-0.8913641808161983,-0.7076007029693477,0.9808440042790615,5.216270351673879
TCGA_LUAD_056,-3.910447309071248,0.6079828097635106,2.086988092643505,-2.2560486067220538,-0.0031232014925882605,-0.07593480916178015,2.8254184732434338,3.2451154332818977,-3.2278601669696987,1.119127225234636
TCGA_LUAD_057,2.5005628688942245,1.0503740711520453,-0.2984382447420999,4.007081645564931,1.2173122485429135,1.9378048746959076,1.7779990590706003,-5.813765045089995,1.2399599115952917,3.0838115632625067
TCGA_LUAD_058,2.749347108747524,-1.9709016008676308,-4.491021965526846,3.8520890222124735,5.576797868701589,-1.259081396948395,1.418565749369351,0.05485554225538965,4.8324000586647715,-0.8599234810136426
TCGA_LUAD_059,2.59988728141366,1.7233308297825998,0.7651746152195068,-0.851588093923823,-8.457985061304173,5.739516951818171,1.3749229798295683,1.169271120685713,-0.8071648043069833,-1.1462885856685232
TCGA_COAD_000,-4.587239179871551,-3.147245569969944,-0.10564085474465097,-0.26458180578346274,-4.237977753832174,-5.3089426538195434,-1.7934556422003718,0.018398076960159486,0.017833830286071085,1.4955174460187983
TCGA_COAD_001,3.771186535184756,-2.0406553704021393,-0.422697300602753,1.6434230843296393,1.8900725775230167,-1.839210630736053,-6.768687363378863,2.369757108368764,1.6142219139187814,1.1781653023530656
TCGA_COAD_002,5.416969881361507,0.22932892531345095,3.340551391267897,0.8115532299684526,-1.8553843890447448,-2.123514819856995,4.701257991815707,-3.1004417752705593,4.363464527196352,-2.5276807137886257
TCGA_COAD_003,0.0050568182818931376,3.0332088620703845,-1.2769992721969354,-2.3597700476722365,5.331226615980432,-3.933301349447715,-1.1274800411232462,0.14733742557888904,2.510775710136121,1.568641543276537
TCGA_COAD_004,-0.5007728279420128,4.038851203361765,2.6340337377629224,2.89107965311363,3.593177465415997,-4.467678606221106,2.0537686985431067,2.612947773955454,-4.729188597711501,-0.6864783314982137
TCGA_COAD_005,1.0822301915618682,-0.3851196909939027,-0.9847389221260222,-1.3992757146657622,-6.865424252801274,3.42312026184003,2.953503063304098,-3.087977353850476,-3.1659489745728453,-0.2193500015152115
TCGA_COAD_006,-2.1155330752755446,1.2119112097901361,1.1108218569898543,3.5130521847806433,-2.5302781374677115,3.854357873079954,0.563119417181535,1.2185598010957641,2.870406293990297,-3.995753834808311
TCGA_COAD_007,0.2616569961447344,-0.6279555679931668,-2.3926278475943348,-5.703792151212046,0.2698902401864419,3.021283934761603,-1.538555755348443,-2.601190471092872,-3.7119515678957615,3.052026657087857
TCGA_COAD_008,-2.8213897014188154,6.565895711281818,-0.8452811368064524,-3.9341607152711786,4.127703363854815,9.83986232930165,-3.946650502484104,3.0332069398214574,-3.4874687193862965,2.8986991054039994
TCGA_COAD_009,3.8600980542877736,0.05670063944688504,6.702865781818158,1.145152530971349,9.257484278023362,-2.7925343480671803,-0.32850975225341955,3.5389616542165725,2.8406533807279275,1.0840763548190102
TCGA_COAD_010,0.20203887226480063,-6.535702928601541,1.909066883359104,-1.5442659100093963,3.450949281382101,-2.5235670520772384,2.736353237203872,0.12011364236010119,0.22185326016949425,-0.5684142998949273
TCGA_COAD_011,0.4666696856998075,-4.491224474985972,-0.01055143214959433,0.1912338369082288,1.3944686025638262,-0.9009933782695677,0.7454823252729856,-0.15346753375562575,-3.6797057734498226,2.531623265366076
TCGA_COAD_012,-2.9833065509326215,-7.272632256269971,-5.504759296829343,1.514178841181788,-2.953373222317672,-1.3468752002017952,0.09733135755727401,-2.8695813161000396,-0.14258511610670047,-5.017501517685359
TCGA_COAD_013,-4.373007663585632,2.6826701041467427,-0.9510629659554685,3.6610891427010173,1.888253003751298,-1.6506545145090656,8.842042240114708,-1.4472334897916688,-2.668196409646202,-2.3647171254782737
TCGA_COAD_014,2.03671883037438,4.05254627346556,-2.0227565184566303,-4.182557878404556,5.654885209638728,0.25833331456539216,-0.18321189924378142,-2.748771739305123,-3.7205277562982055,0.8319498941672249
TCGA_COAD_015,-3.6945572151419395,-0.479262169863521,0.9224938170083418,5.296575783571603,1.1423043108972613,-1.8828697671274963,1.3220909129811456,-1.8349573232587082,-1.4441020684805819,3.6521060094841857
TCGA_COAD_016,-1.924928100761433,-2.115713446608836,-2.497224132650206,-0.7268527528521493,-0.422121525288796,4.043594824092219,-3.8627684798328357,3.6240975325702056,5.852776681784587,-0.3936303427310738
TCGA_COAD_017,-1.6710803221251243,-8.37404883127164,-0.8326810547905386,6.758401316800539,3.01484785882268,-1.2590412957664256,-7.713703439584277,2.162874659757433,-2.065703921801051,1.7449356450703843
